did	duration_xi	duration_sigma	duration_mu	gap_xi	gap_sigma	gap_mu
did:plc:2qmfari2rdaxtm2n642qu7hb	-0.106709114922758	518.002607530305	0.0	0.5507089009741618	1270.3181222162295	0.0
did:plc:2qwmb6iwexpcm6kzbnmpy42y	-0.383626722666193	267.580490081609	0.0	1.3026221098077495	586.4205717535135	0.0
did:plc:2qy43oaaeonuzyb2xqporlq4	2.804868024626643	2.804868024626643	1.0	0.5295357887202189	1747.640706243094	0.0
did:plc:2r3hktrsdkupsba7xtchyjb6	0.387695272361995	173.73456167391905	0.0	0.32283958097314613	6982.559807804987	0.0
did:plc:2r4lxudobj73kutwogrv5bcs	0.7646405802679769	3.0585623210719075	4.0	-0.353779573950788	19633.9956580671	0.0
did:plc:2rmgabxxkf5ksksthnm5hbdu	-0.362684914010871	455.524319075132	0.0	0.27234749239758504	8042.754568055935	0.0
did:plc:2rur6hglxodosc3u32ubbdze	-0.200727220845248	339.879760825408	0.0	0.303620917114724	5627.63821072731	0.0
did:plc:2s6w2z5bebdso7ybrwk3spjo	-0.551145800990098	1778.82948444224	0.0	1.4199362820593417	435.3362397861229	0.0
did:plc:2sb6pqyxe2suldxnra2upqbh	2.3081123448687597	2.3081123448687597	1.0	0.694224329370857	2082.63865856832	0.0
did:plc:2skspprnosp7ckzgfkcjy764	0.19474330778418977	366.1681022213288	0.0	1.2685155549223757	302.6499114596366	0.0
did:plc:2sp7f2rkr6kvnfdasbu25fmr	1.7555395369112492	1.7555395369112492	1.0	1.1025496038522287	1219.297340221659	0.0
did:plc:2stvtiscdvldmdsyrcwa6kl6	2.308631643030246	2.308631643030246	1.0	1.6612234537996058	496.9740498137797	0.0
did:plc:2szskkholjgughigfqeoq5oh	0.370852925464201	61.1351174310711	0.0	0.32014474521796266	5403.49015187871	0.0
did:plc:2t24ieci24r7jbxeghwuj264	-0.443907770361696	526.477885821957	0.0	0.7910553658760359	3121.583500933307	0.0
did:plc:2tdu5nkg2fa562jgiz5anhgj	3.1901930895847763	3.1901930895847763	1.0	0.6444355498985315	2315.6268151241807	0.0
did:plc:2tp2vle2pdd5aofksoinzg34	0.37015015241238874	2.2209009144743326	6.0	1.7052998606255143	457.02036264763785	268.0
